work,n,ok,pattern,quantities,cost,alternatives,unknown_nuclei,flags,nuclei,text
Works and Days,422,True,LSSLSSLLLSSLSSLL,LSSLSSLLLSSLSSLL,0.0,1,1,,η:L:nature ο:S:nature α:S:lexicon υ:L:unknown ο:S:nature ο:S:nature ει:L:nature+position ε:L:position η:L:nature ε:S:nature ο:S:nature ω:L:nature ι:S:lexicon α:S:lexicon ε:L:position α:L:lexicon,τῆμος ἄρ’ ὑλοτομεῖν μεμνημένος ὥρια ἔργα.
Works and Days,423,True,LLLSSLLLSSLSSLL,LLLSSLLLSSLSSLL,1.0,1,2,cluster_short,ο:L:position ο:L:position ε:L:position ι:S:lexicon ο:S:nature η:L:nature+position α:L:lexicon ει:L:nature υ:S:unknown ε:S:nature ο:L:position ε:S:position ι:S:unknown η:L:nature υ:L:lexicon,"ὄλμον μὲν τριπόδην τάμνειν, ὕπερον δὲ τρίπηχυν,"
Works and Days,424,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.5,1,0,correption,α:L:position ο:S:nature α:S:lexicon ε:L:position α:S:lexicon ο:S:nature η:L:nature+position α:S:lexicon α:S:lexicon α:L:lexicon υ:S:lexicon οι:S:nature α:L:lexicon ε:S:nature ο:S:nature ου:L:nature ω:L:line_final,ἄξονα δ’ ἑπταπόδην· μάλα γάρ νύ τοι ἄρμενον οὕτω·
Works and Days,425,True,LSSLSSLSSLLLSSLL,LSSLSSLSSLLLSSLL,0.0,1,1,,ει:L:nature ε:S:nature ε:S:nature ο:L:position α:S:unknown ο:S:nature η:L:nature α:S:lexicon ο:S:nature αι:L:nature+position υ:L:circumflex α:L:lexicon ε:S:nature α:S:lexicon οι:L:nature ο:L:line_final,"εἰ δέ κεν ὀκταπόδην, ἀπὸ καὶ σφῦράν κε τάμοιο."
Works and Days,426,True,LSSLLLLLSSLSSLL,LSSLLLLLSSLSSLL,0.5,1,3,correption,ι:L:position ι:S:unknown α:S:unknown ο:L:position α:L:paroxytone_short_ultima ι:L:lexicon α:L:lexicon ει:L:nature+position ε:S:nature α:S:unknown ω:L:nature ω:S:nature α:S:lexicon α:L:position η:L:line_final,τρισπίθαμον δ’ ἄψιν τάμνειν δεκαδώρῳ ἀμάξῃ.
Works and Days,427,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,2,,ο:L:position ε:S:nature ι:S:unknown α:L:position υ:S:lexicon α:S:lexicon α:L:circumflex α:S:lexicon ε:S:nature ει:L:nature+position ε:S:nature υ:S:unknown η:L:nature ο:S:nature α:S:lexicon ευ:L:nature η:L:line_final,"πόλλ’ ἐπικαμπύλα κᾶλα· φέρειν δὲ γύην, ὅτ’ ἂν εὕρῃς,"
Works and Days,428,True,LLLSSLLLSSLSSLL,LLLSSLLLSSLSSLL,1.0,1,0,metrical_lengthening,ε:L:nature οι:L:nature ο:L:position α:S:lexicon ο:S:nature ο:L:position ι:L:position η:L:nature ε:S:nature ο:S:nature η:L:nature α:S:lexicon α:S:lexicon ου:L:nature α:L:lexicon,"ἐς οἶκον, κατ’ ὄρος διζήμενος ἢ κατ’ ἄρουραν,"
Works and Days,429,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,2,,ι:L:unknown ι:S:lexicon ο:S:nature ο:L:position α:L:lexicon ου:L:nature ι:S:lexicon α:S:lexicon ου:L:nature ο:S:nature υ:S:unknown ω:L:nature α:S:lexicon ο:S:nature ε:L:position ι:L:lexicon,"πρίνινον· ὃς γὰρ βουσὶν ἀροῦν ὀχυρώτατός ἐστιν,"
Works and Days,430,True,LSSLLLLLSSLSSLL,LSSLLLLLSSLSSLL,1.0,1,1,metrical_lengthening,ευ:L:nature α:S:lexicon α:S:lexicon η:L:nature αι:L:nature η:L:nature+position ω:L:nature ο:L:nature ε:S:nature ε:S:nature υ:L:unknown α:S:lexicon ι:S:lexicon η:L:nature+position α:L:lexicon,εὖτ’ ἂν Ἀθηναίης δμῷος ἐν ἐλύματι πήξας
Works and Days,431,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.5,1,0,correption,ο:L:position οι:L:nature ι:L:lexicon ε:S:nature α:S:lexicon α:L:lexicon ο:S:nature α:S:lexicon η:L:nature ε:S:nature αι:S:nature ι:L:position ο:S:nature ο:S:nature η:L:nature ι:L:lexicon,γόμφοισιν πελάσας προσαρήρεται ἱστοβοῆι.
Works and Days,432,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.5,1,1,correption,οι:L:nature α:S:lexicon ε:S:nature ε:L:position αι:S:nature α:S:lexicon ο:L:position α:S:lexicon ο:S:nature η:L:nature α:S:unknown ε:S:nature ο:L:position α:S:lexicon α:S:lexicon οι:L:nature ο:L:line_final,"δοιὰ δὲ θέσθαι ἄροτρα, πονησάμενος κατὰ οἶκον,"
Works and Days,433,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,0,,αυ:L:nature ο:S:nature υ:S:lexicon ο:L:position αι:L:nature η:L:nature+position ο:S:nature ε:S:nature ει:L:nature ο:S:nature υ:S:lexicon ω:L:nature ι:S:lexicon ο:S:nature ου:L:nature ω:L:line_final,"αὐτόγυον καὶ πηκτόν, ἐπεὶ πολὺ λώιον οὕτω·"
Works and Days,434,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,2.0,1,0,metrical_lengthening,ει:L:nature ε:S:nature ε:S:nature ο:L:nature α:L:lexicon αι:L:nature ε:S:nature ε:S:nature ο:L:position ε:S:nature ι:S:lexicon ου:L:nature ι:S:lexicon α:S:lexicon οι:L:nature ο:L:line_final,"εἴ χ’ ἕτερον ἄξαις, ἕτερόν κ’ ἐπὶ βουσὶ βάλοιο."
Works and Days,435,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.5,1,3,correption,α:L:position η:L:nature+position η:L:nature+position ε:S:nature ε:S:nature η:L:nature α:S:unknown ι:S:unknown ω:L:nature α:S:unknown οι:S:nature ι:L:position ο:S:nature ο:S:nature η:L:nature ε:L:line_final,"δάφνης δ’ ἢ πτελέης ἀκιώτατοι ἱστοβοῆες,"
Works and Days,436,True,LSSLSSLLLSSLSSLL,LSSLSSLLLSSLSSLL,1.0,1,4,lexicon_overridden,υ:L:lexicon ο:S:nature ε:S:nature υ:L:unknown α:S:lexicon υ:S:unknown η:L:nature+position ι:L:unknown ου:L:nature ο:S:nature ε:S:nature ε:L:position α:S:unknown ε:S:nature η:L:nature ω:L:line_final,"δρυὸς ἔλυμα, γύης πρίνου· βόε δ’ ἐνναετήρω"
Works and Days,437,True,LSSLLLLLSSLSSLL,LSSLLLLLSSLSSLL,0.0,1,0,,α:L:position ε:S:nature ε:S:nature ε:L:position η:L:nature+position αι:L:nature ω:L:nature+position α:L:lexicon ε:S:nature ο:S:nature ου:L:nature α:S:lexicon α:S:lexicon α:L:position ο:L:line_final,"ἄρσενε κεκτῆσθαι, τῶν γὰρ σθένος οὐκ ἀλαπαδνόν,"
Works and Days,438,True,LLLSSLSSLLLSSLL,LLLSSLSSLLLSSLL,2.0,1,0,correption,η:L:nature η:L:nature+position ε:L:position ο:S:nature ε:S:nature ο:L:position ε:S:nature ω:S:nature ε:L:position α:L:position ε:L:position αι:S:nature α:S:lexicon ι:L:position ω:L:line_final,ἥβης μέτρον ἔχοντε· τὼ ἐργάζεσθαι ἀρίστω.
Works and Days,439,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.0,1,0,,ου:L:nature α:L:lexicon ω:L:nature ε:S:nature ι:S:lexicon α:L:position ε:S:nature ε:S:nature αυ:L:nature α:S:lexicon ι:S:lexicon α:L:lexicon ε:S:nature α:S:lexicon ο:L:position ο:L:line_final,οὐκ ἂν τώ γ’ ἐρίσαντε ἐν αὔλακι κὰμ μὲν ἄροτρον
Works and Days,440,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.0,1,0,,α:L:lexicon ει:L:nature α:L:lexicon ο:S:nature ε:S:nature ε:L:position ο:S:nature ε:S:nature ω:L:nature ι:S:lexicon ο:S:nature αυ:L:nature ι:S:lexicon ι:S:lexicon οι:L:nature ε:L:line_final,"ἄξειαν, τὸ δὲ ἔργον ἐτώσιον αὖθι λίποιεν."
Works and Days,441,True,LSSLSSLSSLLLSSLL,LSSLSSLSSLLLSSLL,0.0,1,3,,οι:L:nature+position α:S:lexicon α:S:lexicon ε:L:position α:S:unknown α:S:unknown ο:L:position α:S:unknown ε:S:nature η:L:nature αι:L:nature+position η:L:nature ο:S:nature ε:S:nature οι:L:nature ο:L:line_final,τοῖς δ’ ἅμα τεσσαρακονταετὴς αἰζηὸς ἕποιτο
Works and Days,442,True,LLLLLLLSSLLLL,LLLLLLLSSLLLL,1.5,1,1,,α:L:paroxytone_short_ultima ο:L:position ει:L:nature+position η:L:nature α:L:lexicon ε:L:position α:L:position υ:S:unknown ο:S:nature ο:L:position α:L:position ω:L:nature ο:L:line_final,"ἄρτον δειπνήσας τετράτρυφον, ὀκτάβλωμον,"
Works and Days,443,True,LLLSSLLLLLSSLL,LLLSSLLLLLSSLL,1.0,1,1,metrical_lengthening,ο:L:nature ε:L:position ου:L:nature ε:S:nature ε:S:nature ω:L:nature ι:L:lexicon ει:L:nature α:L:lexicon αυ:L:nature α:S:unknown ε:S:nature αυ:L:nature οι:L:line_final,"ὃς ἔργου μελετῶν ἰθεῖάν κ’ αὔλακ’ ἐλαύνοι,"
Works and Days,444,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,0,,η:L:nature ε:S:nature ι:S:lexicon α:L:position αι:L:nature ω:L:nature+position ε:S:nature ο:S:nature η:L:nature ι:S:lexicon α:S:lexicon α:L:position ε:S:nature ι:S:lexicon ε:L:position ω:L:line_final,"μηκέτι παπταίνων μεθ’ ὁμήλικας, ἀλλ’ ἐπὶ ἔργῳ"
Works and Days,445,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,0,,υ:L:lexicon ο:S:nature ε:S:nature ω:L:nature+position ου:L:nature ου:L:nature ι:S:lexicon ε:S:nature ω:L:nature ε:S:nature ο:S:nature α:L:paroxytone_short_ultima ο:S:nature α:S:lexicon ει:L:nature ω:L:line_final,θυμὸν ἔχων· τοῦ δ’ οὔτι νεώτερος ἄλλος ἀμείνων
Works and Days,446,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,1.5,1,0,correption,ε:L:position α:S:lexicon α:S:lexicon α:L:lexicon α:L:position αι:L:nature αι:S:nature ε:S:nature ι:L:position ο:S:nature ι:S:lexicon η:L:nature α:S:lexicon ε:S:nature α:L:position αι:L:line_final,σπέρματα δάσσασθαι καὶ ἐπισπορίην ἀλέασθαι.
Works and Days,447,True,LSSLSSLSSLSSLLLL,LSSLSSLSSLSSLLLL,1.5,1,0,,ου:L:nature ο:S:nature ε:S:nature ο:L:position α:S:lexicon α:S:lexicon η:L:nature+position ε:S:nature ο:S:nature η:L:nature ι:S:lexicon α:S:lexicon ε:L:position οι:L:nature η:L:nature αι:L:line_final,κουρότερος γὰρ ἀνὴρ μεθ’ ὁμήλικας ἐπτοίηται.
Works and Days,448,True,LLLLLSSLLLSSLL,LLLLLSSLLLSSLL,0.0,1,0,,α:L:lexicon ε:L:position αι:L:nature ευ:L:nature α:L:lexicon ε:S:nature α:S:lexicon ου:L:nature ω:L:nature η:L:nature ε:S:nature α:S:lexicon ου:L:nature η:L:line_final,"φράζεσθαι δ’, εὖτ’ ἂν γεράνου φωνὴν ἐπακούσῃς"
Works and Days,449,True,LSSLSSLSSLSSLLLL,LSSLSSLSSLSSLLLL,1.5,1,1,,υ:L:position ο:S:nature ε:S:nature ε:L:position ε:S:nature ε:S:nature ω:L:nature ε:S:nature ι:S:unknown αυ:L:nature ι:S:lexicon α:S:lexicon ε:L:position η:L:nature υι:L:nature η:L:line_final,ὑψόθεν ἐκ νεφέων ἐνιαύσια κεκληγυίης·
Works and Days,450,True,LSSLSSLSSLLLSSLL,LSSLSSLSSLLLSSLL,0.0,1,1,,η:L:nature α:S:unknown ο:S:nature οι:L:nature ο:S:nature ε:S:nature η:L:nature α:S:lexicon ε:S:nature ει:L:nature αι:L:nature ει:L:nature α:S:lexicon ο:S:nature ω:L:nature η:L:line_final,ἥτ’ ἀρότοιό τε σῆμα φέρει καὶ χείματος ὥρην
Works and Days,451,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,2.5,1,2,synizesis;correption;synizesis,ει:L:nature+position υ:S:lexicon ει:S:nature ο:L:position η:L:nature ου:L:nature+position α:S:lexicon ι:S:lexicon η:L:nature+position ε:S:nature α:S:unknown α:L:lexicon ο:S:nature α:S:unknown ου:L:nature εω:L:synizesis,δεικνύει ὀμβρηροῦ· κραδίην δ’ ἔδακ’ ἀνδρὸς ἀβούτεω·
Works and Days,452,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,0,,η:L:nature ο:S:nature ε:S:nature ο:L:position α:L:position ει:L:nature ε:S:nature ι:S:lexicon α:L:lexicon ο:S:nature α:S:lexicon ε:L:position ο:S:nature ε:S:nature ο:L:position α:L:lexicon,δὴ τότε χορτάζειν ἕλικας βόας ἔνδον ἐόντας·
Works and Days,453,True,LSSLSSLLLSSLSSLL,LSSLSSLLLSSLSSLL,1.5,1,0,correption;metrical_lengthening,η:L:nature ι:S:lexicon ι:S:lexicon ο:L:position α:S:lexicon ε:S:nature ο:L:nature ει:L:nature ει:L:nature+position ο:S:nature ε:S:nature ο:L:position αι:S:nature α:S:lexicon α:L:position α:L:lexicon,ῥηίδιον γὰρ ἔπος εἰπεῖν· βόε δὸς καὶ ἄμαξαν·
Works and Days,454,True,LSSLSSLLLSSLSSLL,LSSLSSLLLSSLSSLL,0.0,1,1,,η:L:nature ι:S:lexicon ι:S:lexicon ο:L:position α:S:lexicon α:S:unknown η:L:nature α:L:position αι:L:nature α:S:lexicon α:S:lexicon ε:L:position α:S:lexicon ο:S:nature ε:L:position ι:L:lexicon,ῥηίδιον δ’ ἀπανήνασθαι· πάρα ἔργα βόεσσιν.
Works and Days,455,True,LSSLSSLLLLLSSLL,LSSLSSLLLLLSSLL,0.5,1,0,correption,η:L:nature ι:S:lexicon α:S:lexicon η:L:nature+position ε:S:nature α:S:lexicon α:L:position ει:L:nature ο:L:position η:L:nature+position α:L:position αι:S:nature α:S:lexicon α:L:position α:L:lexicon,"φησὶ δ’ ἀνὴρ φρένας ἀφνειὸς πήξασθαι ἄμαξαν,"
Works and Days,456,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,0,,η:L:nature ι:S:lexicon ο:S:nature ου:L:nature ε:S:nature ο:S:nature οι:L:nature ε:S:nature α:S:lexicon ο:L:position ε:S:nature ε:S:nature ου:L:nature α:S:lexicon α:S:lexicon α:L:position η:L:line_final,"νήπιος, οὐδὲ τὸ οἶδ’· ἑκατὸν δέ τε δούρατ’ ἀμάξης,"
Works and Days,457,True,LLLSSLSSLLLSSLL,LLLSSLSSLLLSSLL,1.0,1,0,metrical_lengthening,ω:L:nature+position ο:L:position ε:L:position ε:S:nature ε:S:nature η:L:nature ε:S:nature ε:S:nature ε:L:nature οι:L:nature η:L:nature ι:S:lexicon α:S:lexicon ε:L:position αι:L:line_final,τῶν πρόσθεν μελέτην ἐχέμεν οἰκήια θέσθαι.
Works and Days,458,True,LLLLLSSLLLSSLL,LLLLLSSLLLSSLL,0.0,1,1,,ευ:L:nature α:L:lexicon ε:L:position ω:L:nature ι:L:position α:S:unknown ο:S:nature ο:L:position η:L:nature οι:L:nature ι:S:lexicon α:S:lexicon ει:L:nature η:L:line_final,"εὖτ’ ἂν δὲ πρώτιστ’ ἄροτος θνητοῖσι φανείῃ,"
Works and Days,459,True,LSSLLLSSLLLSSLL,LSSLLLSSLLLSSLL,1.0,1,0,correption,η:L:nature ο:S:nature ε:S:nature ο:L:position η:L:nature η:L:nature αι:S:nature ο:S:nature ω:L:nature+position ω:L:nature ε:L:position ε:S:nature αι:S:nature αυ:L:nature ο:L:line_final,δὴ τότ’ ἐφορμηθῆναι ὁμῶς δμῶές τε καὶ αὐτὸς
Works and Days,460,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.0,1,2,,αυ:L:nature η:L:nature+position αι:L:nature ι:S:unknown ε:S:nature η:L:nature α:S:lexicon ο:S:nature ω:L:nature α:S:unknown ο:S:nature οι:L:nature ο:S:nature α:S:lexicon ω:L:nature η:L:line_final,"αὔην καὶ διερὴν ἀρόων ἀρότοιο καθ’ ὥρην,"
Works and Days,461,True,LSSLLLSSLLLSSLL,LSSLLLSSLLLSSLL,0.0,1,0,,ω:L:nature ι:S:lexicon α:S:lexicon α:L:lexicon ευ:L:nature ω:L:nature ι:S:lexicon α:S:lexicon οι:L:nature+position η:L:nature ω:L:nature ι:S:lexicon α:S:lexicon ου:L:nature αι:L:line_final,"πρωὶ μάλα σπεύδων, ἵνα τοι πλήθωσιν ἄρουραι."
Works and Days,462,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.5,1,0,correption,η:L:nature ι:S:lexicon ο:S:nature ει:L:nature+position ε:S:nature ε:S:nature ο:L:position ε:S:nature ε:S:nature ω:L:nature ε:S:nature η:S:nature ου:L:nature α:S:lexicon α:S:lexicon η:L:nature ει:L:line_final,ἦρι πολεῖν· θέρεος δὲ νεωμένη οὔ σ’ ἀπατήσει.
Works and Days,463,True,LLLLLSSLLLSSLL,LLLLLSSLLLSSLL,0.0,1,0,,ει:L:nature ο:L:position ε:L:position ει:L:nature ει:L:nature ε:S:nature ι:S:lexicon ου:L:nature ι:L:position ου:L:nature α:S:lexicon α:S:lexicon ου:L:nature α:L:lexicon,νειὸν δὲ σπείρειν ἔτι κουφίζουσαν ἄρουραν·
Works and Days,464,True,LSSLSSLLLLLLLL,LSSLSSLLLLLLLL,1.5,1,3,,ει:L:nature ο:S:nature α:S:unknown ε:L:position ι:S:unknown α:S:unknown η:L:nature αι:L:nature ω:L:nature ευ:L:nature η:L:nature η:L:nature ει:L:nature α:L:lexicon,νειὸς ἀλεξιάρη παίδων εὐκηλήτειρα.
Works and Days,465,True,LLLSSLSSLLLSSLL,LLLSSLSSLLLSSLL,0.0,1,0,,ευ:L:nature ε:L:position αι:L:nature ε:S:nature ι:S:lexicon ι:L:lexicon ο:S:nature ι:S:lexicon ω:L:nature η:L:nature η:L:nature ε:S:nature ι:S:lexicon α:L:position η:L:line_final,"εὔχεσθαι δὲ Διὶ χθονίῳ Δημήτερί θ’ ἁγνῇ,"
Works and Days,466,True,LSSLLLLLSSLSSLL,LSSLLLLLSSLSSLL,0.0,1,0,,ε:L:position ε:S:nature ε:S:nature α:L:lexicon ι:L:lexicon ει:L:nature+position η:L:nature η:L:nature ε:S:nature ο:S:nature ι:L:lexicon ε:S:nature ο:S:nature α:L:position η:L:line_final,"ἐκτελέα βρίθειν Δημήτερος ἱερὸν ἀκτήν,"
Works and Days,467,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,1,,α:L:position ο:S:nature ε:S:nature ο:L:position α:L:lexicon ω:L:nature α:S:unknown ο:S:nature ου:L:nature ο:S:nature α:S:lexicon α:L:paroxytone_short_ultima ο:S:nature ε:S:nature ε:L:position η:L:line_final,"ἀρχόμενος τὰ πρῶτ’ ἀρότου, ὅτ’ ἂν ἄκρον ἐχέτλης"
Works and Days,468,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,0,,ει:L:nature ι:S:lexicon α:S:lexicon ω:L:nature ο:L:position η:L:nature α:S:lexicon ο:S:nature ω:L:nature ε:S:nature ι:S:lexicon ω:L:nature ο:S:nature ι:S:lexicon η:L:nature αι:L:line_final,χειρὶ λαβὼν ὅρπηκα βοῶν ἐπὶ νῶτον ἵκηαι
Works and Days,469,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,1,,ε:L:position υ:S:lexicon ο:S:nature ε:L:position ο:L:position ω:L:nature+position ε:S:nature α:S:unknown ω:L:nature ο:S:nature ε:S:nature υ:L:position ο:S:nature ο:S:nature ι:L:lexicon ε:L:line_final,ἔνδρυον ἑλκόντων μεσάβων. ὁ δὲ τυτθὸς ὄπισθε
Works and Days,470,True,LSSLSSLSSLLLSSLL,LSSLSSLSSLLLSSLL,0.0,1,1,,ω:L:nature ο:S:nature ε:S:nature ω:L:nature+position α:S:unknown ε:S:nature η:L:nature+position ο:S:nature ο:S:nature ο:L:position ι:L:lexicon ε:L:position ι:S:lexicon ι:S:lexicon ει:L:nature η:L:line_final,δμῷος ἔχων μακέλην πόνον ὀρνίθεσσι τιθείη
Works and Days,471,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,1,,ε:L:position α:S:lexicon α:S:lexicon α:L:position υ:L:position ω:L:nature ε:S:nature υ:S:unknown η:L:nature ο:S:nature υ:S:lexicon η:L:nature α:S:lexicon α:S:lexicon ι:L:position η:L:line_final,σπέρμα κατακρύπτων· ἐυθημοσύνη γὰρ ἀρίστη
Works and Days,472,True,LLLLLSSLSSLSSLL,LLLLLSSLSSLSSLL,0.0,1,1,,η:L:nature οι:L:nature α:L:position ω:L:nature οι:L:nature+position α:S:unknown ο:S:nature η:L:nature ο:S:nature υ:S:lexicon η:L:nature ε:S:nature α:S:lexicon ι:L:lexicon η:L:line_final,"θνητοῖς ἀνθρώποις, κακοθημοσύνη δὲ κακίστη."
Works and Days,473,True,LSSLSSLSSLLLSSLL,LSSLSSLSSLLLSSLL,0.0,1,1,,ω:L:nature ε:S:nature ε:S:nature α:L:position ο:S:nature υ:S:unknown η:L:nature+position α:S:lexicon υ:S:lexicon ε:L:position ευ:L:nature οι:L:nature ε:S:nature ε:S:nature α:L:position ε:L:line_final,"ὧδέ κεν ἀδροσύνῃ στάχυες νεύοιεν ἔραζε,"
Works and Days,474,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,0,,ει:L:nature ε:S:nature ο:S:nature αυ:L:nature ο:S:nature ο:S:nature ι:L:lexicon ε:S:nature ο:S:nature υ:L:position ι:S:lexicon ο:S:nature ε:L:position ο:S:nature ο:S:nature α:L:lexicon οι:L:line_final,"εἰ τέλος αὐτὸς ὄπισθεν Ὀλύμπιος ἐσθλὸν ὀπάζοι,"
Works and Days,475,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,2.0,1,1,synizesis;synizesis,ε:L:position α:L:position εω:L:synizesis ε:S:nature α:S:lexicon ει:L:nature α:S:lexicon α:S:unknown α:L:position ι:S:lexicon α:S:lexicon αι:L:nature ε:S:nature ε:S:nature ο:L:position α:L:lexicon,ἐκ δ’ ἀγγέων ἐλάσειας ἀράχνια· καί σε ἔολπα
Works and Days,476,True,LLLSSLLLSSLSSLL,LLLSSLLLSSLSSLL,0.0,1,0,,η:L:nature η:L:nature ει:L:nature+position ι:S:lexicon ο:S:nature ου:L:nature αι:L:nature ευ:L:nature ε:S:nature ο:S:nature ε:L:position ο:S:nature ε:S:nature ο:L:position ο:L:line_final,γηθήσειν βιότου αἰρεύμενον ἔνδον ἐόντος.
Works and Days,477,True,LLLLLSSLSSLSSLL,LLLLLSSLSSLSSLL,6.0,1,0,synizesis;cluster_short;metrical_lengthening;synizesis,ευ:L:nature ο:L:position εω:L:synizesis ι:L:lexicon εαι:L:synizesis ο:S:nature ι:S:lexicon ο:L:nature ε:S:nature α:S:lexicon ου:L:nature ε:S:position ο:S:nature α:L:position ου:L:line_final,"εὐοχθέων δ’ ἵξεαι πολιὸν ἔαρ, οὐδὲ πρὸς ἄλλους"
Works and Days,478,True,LSSLSSLSSLLLSSLL,LSSLSSLSSLLLSSLL,0.0,1,1,,αυ:L:nature α:S:unknown ε:S:nature αι:L:nature ε:S:nature ο:S:nature α:L:paroxytone_short_ultima ο:S:nature α:S:lexicon η:L:nature+position ε:L:position η:L:nature ε:S:nature ο:S:nature ε:L:position αι:L:line_final,αὐγάσεαι· σέο δ’ ἄλλος ἀνὴρ κεχρημένος ἔσται.
Works and Days,479,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,1.0,1,0,cluster_short,ει:L:nature ε:S:nature ε:S:nature η:L:nature ε:S:nature ι:S:lexicon οι:L:nature ο:S:position ο:S:nature η:L:nature α:S:lexicon ο:S:nature ω:L:nature+position ο:S:nature α:S:lexicon ι:L:lexicon α:L:lexicon,"εἰ δέ κεν ἠελίοιο τροπῇς ἀρόῳς χθόνα δῖαν,"
Works and Days,480,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,0,,η:L:nature ε:S:nature ο:S:nature α:L:lexicon η:L:nature ει:L:nature ο:S:nature ι:S:lexicon ο:L:position ε:S:nature ι:S:lexicon ει:L:nature ο:S:nature ε:S:nature ε:L:position ω:L:line_final,"ἥμενος ἀμήσεις ὀλίγον περὶ χειρὸς ἐέργων,"
Works and Days,481,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,0,,α:L:position ι:S:lexicon α:S:lexicon ε:L:position ευ:L:nature ω:L:nature+position ε:S:nature ο:S:nature ι:L:lexicon ε:S:nature ο:S:nature ου:L:nature α:S:lexicon α:S:lexicon αι:L:nature ω:L:line_final,"ἀντία δεσμεύων κεκονιμένος, οὐ μάλα χαίρων,"
Works and Days,482,True,LLLLLLLSSLLLL,LLLLLLLSSLLLL,1.5,1,0,,οι:L:nature ει:L:nature+position ε:L:position ο:L:position ω:L:nature αυ:L:nature οι:L:nature ε:S:nature ε:S:nature η:L:nature η:L:nature ο:L:position αι:L:line_final,οἴσεις δ’ ἐν φορμῷ· παῦροι δέ σε θηήσονται.
Works and Days,483,True,LSSLLLLLSSLSSLL,LSSLLLLLSSLSSLL,0.0,1,0,,α:L:position ο:S:nature ε:S:nature α:L:position οι:L:nature ο:L:position η:L:nature ο:L:position ο:S:nature ο:S:nature αι:L:nature ι:S:lexicon ο:S:nature οι:L:nature ο:L:line_final,"ἄλλοτε δ’ ἀλλοῖος Ζηνὸς νόος αἰγιόχοιο,"
Works and Days,484,True,LSSLLLSSLLLSSLL,LSSLLLSSLLLSSLL,0.0,1,0,,α:L:position α:S:lexicon ε:S:nature ο:L:position α:L:lexicon ε:L:position ι:S:lexicon α:S:lexicon α:L:position η:L:nature οι:L:nature ι:S:lexicon ο:S:nature η:L:nature αι:L:line_final,ἀργαλέος δ’ ἄνδρεσσι καταθνητοῖσι νοῆσαι.
Works and Days,485,True,LSSLSSLSSLLLSSLL,LSSLSSLSSLLLSSLL,0.0,1,0,,ει:L:nature ε:S:nature ε:S:nature ο:L:position α:S:lexicon ο:S:nature η:L:nature+position ο:S:nature ε:S:nature ε:L:position οι:L:nature α:L:position α:S:lexicon ο:S:nature ει:L:nature η:L:line_final,"εἰ δέ κεν ὄψ’ ἀρόσῃς, τόδε κέν τοι φάρμακον εἴη·"
Works and Days,486,True,LLLLLLLSSLSSLL,LLLLLLLSSLSSLL,0.0,1,0,,η:L:nature ο:L:position ο:L:position υ:L:position ο:L:position υ:L:position ει:L:nature+position υ:S:lexicon ο:S:nature ε:L:position ε:S:nature α:S:lexicon οι:L:nature ι:L:lexicon,ἦμος κόκκυξ κοκκύζει δρυὸς ἐν πετάλοισι
