id,book,idx,perseus_n,status,reason,dur,lead,trail,speech,peak,trimmed_dur,text,text_scanned,wav,clean_wav,text_clean,split
b9_l639,9,639,643,ok,,6.037,0.200,0.277,5.560,-10.0,5.810,τὸν δ’ἀπαμειβόμενος προσέφη πόδας ὠκὺς Ἀχιλλεύς·,τὸν δ’ἀπαμειβόμενος προσέφη πόδας ὠκὺς Ἀχιλλεύς·,data/iliad/raw/Homer/Iliad/book_9/line_639.mp4,data/iliad/wavs/b9_l639.wav,τὸν δ’ ἀπαμειβόμενος προσέφη πόδας ὠκὺς Ἀχιλλεύς·,train
b9_l640,9,640,644,ok,,6.059,0.120,0.079,5.860,-9.0,5.530,Αἶαν διογενὲς Τελαμώνιε κοίρανε λαῶν,Αἶαν διογενὲς Τελαμώνιε κοίρανε λαῶν,data/iliad/raw/Homer/Iliad/book_9/line_640.mp4,data/iliad/wavs/b9_l640.wav,Αἶαν διογενὲς Τελαμώνιε κοίρανε λαῶν,train
b9_l641,9,641,645,ok,,5.973,0.120,0.413,5.440,-8.1,5.670,πάντά τί μοι κατὰ θυμὸν ἐείσαο μυθήσασθαι·,πάντά τί μοι κατὰ θυμὸν ἐείσαο μυθήσασθαι·,data/iliad/raw/Homer/Iliad/book_9/line_641.mp4,data/iliad/wavs/b9_l641.wav,πάντά τί μοι κατὰ θυμὸν ἐείσαο μυθήσασθαι·,train
b9_l642,9,642,646,ok,,5.973,0.160,0.013,5.800,-8.1,5.913,ἀλλά μοι οἰδάνεται κραδίη χόλῳ ὁππότε κείνων,ἀλλά μοι οἰδάνεται κραδίη χόλῳ ὁππότε κείνων,data/iliad/raw/Homer/Iliad/book_9/line_642.mp4,data/iliad/wavs/b9_l642.wav,ἀλλά μοι οἰδάνεται κραδίη χόλῳ ὁππότε κείνων,train
b9_l643,9,643,647,ok,,5.973,0.020,0.693,5.260,-6.5,5.330,μνήσομαι ὥς μ’ἀσύφηλον ἐν Ἀργείοισιν ἔρεξεν,μνήσομαι ὥς μ’ἀσύφηλον ἐν Ἀργείοισιν ἔρεξεν,data/iliad/raw/Homer/Iliad/book_9/line_643.mp4,data/iliad/wavs/b9_l643.wav,μνήσομαι ὥς μ’ ἀσύφηλον ἐν Ἀργείοισιν ἔρεξεν,train
b9_l644,9,644,648,ok,,5.973,0.080,1.093,4.800,-9.3,4.970,Ἀτρεΐδης ὡς εἴ τιν’ ἀτίμητον μετανάστην.,Ἀτρεΐδης ὡς εἴ τιν’ ἀτίμητον μετανάστην.,data/iliad/raw/Homer/Iliad/book_9/line_644.mp4,data/iliad/wavs/b9_l644.wav,Ἀτρεΐδης ὡς εἴ τιν’ ἀτίμητον μετανάστην.,train
b9_l645,9,645,649,ok,,5.973,0.100,0.753,5.120,-6.9,5.350,ἀλλ’ ὑμεῖς ἔρχεσθε καὶ ἀγγελίην ἀπόφασθε·,ἀλλ’ ὑμεῖς ἔρχεσθε καὶ ἀγγελίην ἀπόφασθε·,data/iliad/raw/Homer/Iliad/book_9/line_645.mp4,data/iliad/wavs/b9_l645.wav,ἀλλ’ ὑμεῖς ἔρχεσθε καὶ ἀγγελίην ἀπόφασθε·,train
b9_l646,9,646,650,ok,,5.973,0.100,0.593,5.280,-8.6,5.490,οὐ γὰρ πρὶν πολέμοιο μεδήσομαι αἱματόεντος,οὐ γὰρ πρὶν πολέμοιο μεδήσομαι αἱματόεντος,data/iliad/raw/Homer/Iliad/book_9/line_646.mp4,data/iliad/wavs/b9_l646.wav,οὐ γὰρ πρὶν πολέμοιο μεδήσομαι αἱματόεντος,train
b9_l647,9,647,651,ok,,5.973,0.020,0.013,5.940,-9.7,5.973,πρίν γ’υἱὸν Πριάμοιο δαΐφρονος Ἕκτορα δῖον,πρίν γ’υἱὸν Πριάμοιο δαΐφρονος Ἕκτορα δῖον,data/iliad/raw/Homer/Iliad/book_9/line_647.mp4,data/iliad/wavs/b9_l647.wav,πρίν γ’ υἱὸν Πριάμοιο δαΐφρονος Ἕκτορα δῖον,train
b9_l648,9,648,652,ok,,5.973,0.020,1.273,4.680,-8.6,4.830,Μυρμιδόνων ἐπί τε κλισίας καὶ νῆας ἱκέσθαι,Μυρμιδόνων ἐπί τε κλισίας καὶ νῆας ἱκέσθαι,data/iliad/raw/Homer/Iliad/book_9/line_648.mp4,data/iliad/wavs/b9_l648.wav,Μυρμιδόνων ἐπί τε κλισίας καὶ νῆας ἱκέσθαι,train
b9_l649,9,649,653,ok,,5.973,0.160,0.053,5.760,-7.5,5.650,"κτείνοντ’ Ἀργείους, κατά τε σμῦξαι πυρὶ νῆας.","κτείνοντ’ Ἀργείους, κατά τε σμῦξαι πυρὶ νῆας.",data/iliad/raw/Homer/Iliad/book_9/line_649.mp4,data/iliad/wavs/b9_l649.wav,"κτείνοντ’ Ἀργείους, κατά τε σμῦξαι πυρὶ νῆας.",train
b9_l650,9,650,654,ok,,5.973,0.020,1.213,4.740,-9.6,4.890,ἀμφὶ δέ τοι τῇ ἐμῇ κλισίῃ καὶ νηῒ μελαίνῃ,ἀμφὶ δέ τοι τῇ ἐμῇ κλισίῃ καὶ νηῒ μελαίνῃ,data/iliad/raw/Homer/Iliad/book_9/line_650.mp4,data/iliad/wavs/b9_l650.wav,ἀμφὶ δέ τοι τῇ ἐμῇ κλισίῃ καὶ νηῒ μελαίνῃ,train
b9_l651,9,651,655,ok,,5.973,0.020,0.513,5.440,-7.5,5.610,Ἕκτορα καὶ μεμαῶτα μάχης σχήσεσθαι ὀΐω.,Ἕκτορα καὶ μεμαῶτα μάχης σχήσεσθαι ὀΐω.,data/iliad/raw/Homer/Iliad/book_9/line_651.mp4,data/iliad/wavs/b9_l651.wav,Ἕκτορα καὶ μεμαῶτα μάχης σχήσεσθαι ὀΐω.,train
b9_l652,9,652,656,ok,,6.059,0.100,0.019,5.940,-9.0,6.059,"ὣς ἔφαθ’, οἳ δὲ ἕκαστος ἑλὼν δέπας ἀμφικύπελλον","ὣς ἔφαθ’, οἳ δὲ ἕκαστος ἑλὼν δέπας ἀμφικύπελλον",data/iliad/raw/Homer/Iliad/book_9/line_652.mp4,data/iliad/wavs/b9_l652.wav,"ὣς ἔφαθ’, οἳ δὲ ἕκαστος ἑλὼν δέπας ἀμφικύπελλον",train
b9_l653,9,653,657,ok,,5.973,0.020,0.133,5.820,-6.7,5.950,σπείσαντες παρὰ νῆας ἴσαν πάλιν· ἦρχε δ’Ὀδυσσεύς.,σπείσαντες παρὰ νῆας ἴσαν πάλιν· ἦρχε δ’Ὀδυσσεύς.,data/iliad/raw/Homer/Iliad/book_9/line_653.mp4,data/iliad/wavs/b9_l653.wav,σπείσαντες παρὰ νῆας ἴσαν πάλιν· ἦρχε δ’ Ὀδυσσεύς.,train
b9_l654,9,654,658,ok,,5.973,0.140,0.813,5.020,-7.3,5.250,Πάτροκλος δ’ἑτάροισιν ἰδὲ δμωῇσι κέλευσε,Πάτροκλος δ’ἑτάροισιν ἰδὲ δμωῇσι κέλευσε,data/iliad/raw/Homer/Iliad/book_9/line_654.mp4,data/iliad/wavs/b9_l654.wav,Πάτροκλος δ’ ἑτάροισιν ἰδὲ δμωῇσι κέλευσε,train
b9_l655,9,655,659,ok,,5.973,0.140,0.133,5.700,-8.9,5.250,Φοίνικι στορέσαι πυκινὸν λέχος ὅττι τάχιστα.,Φοίνικι στορέσαι πυκινὸν λέχος ὅττι τάχιστα.,data/iliad/raw/Homer/Iliad/book_9/line_655.mp4,data/iliad/wavs/b9_l655.wav,Φοίνικι στορέσαι πυκινὸν λέχος ὅττι τάχιστα.,train
b9_l656,9,656,660,ok,,5.973,0.100,0.813,5.060,-8.0,5.270,αἳ δ’ἐπιπειθόμεναι στόρεσαν λέχος ὡς ἐκέλευσε,αἳ δ’ἐπιπειθόμεναι στόρεσαν λέχος ὡς ἐκέλευσε,data/iliad/raw/Homer/Iliad/book_9/line_656.mp4,data/iliad/wavs/b9_l656.wav,αἳ δ’ ἐπιπειθόμεναι στόρεσαν λέχος ὡς ἐκέλευσε,train
b9_l657,9,657,661,ok,,6.059,0.240,0.619,5.200,-9.4,5.350,κώεά τε ῥῆγός τε λίνοιό τε λεπτὸν ἄωτον.,κώεά τε ῥῆγός τε λίνοιό τε λεπτὸν ἄωτον.,data/iliad/raw/Homer/Iliad/book_9/line_657.mp4,data/iliad/wavs/b9_l657.wav,κώεά τε ῥῆγός τε λίνοιό τε λεπτὸν ἄωτον.,train
b9_l658,9,658,662,ok,,5.973,0.220,0.013,5.740,-8.5,5.853,ἔνθ’ ὃ γέρων κατέλεκτο καὶ ἠῶ δῖαν ἔμιμνεν.,ἔνθ’ ὃ γέρων κατέλεκτο καὶ ἠῶ δῖαν ἔμιμνεν.,data/iliad/raw/Homer/Iliad/book_9/line_658.mp4,data/iliad/wavs/b9_l658.wav,ἔνθ’ ὃ γέρων κατέλεκτο καὶ ἠῶ δῖαν ἔμιμνεν.,train
b9_l659,9,659,663,ok,,5.973,0.180,0.093,5.700,-5.5,4.710,αὐτὰρ Ἀχιλλεὺς εὗδε μυχῷ κλισίης εὐπήκτου·,αὐτὰρ Ἀχιλλεὺς εὗδε μυχῷ κλισίης εὐπήκτου·,data/iliad/raw/Homer/Iliad/book_9/line_659.mp4,data/iliad/wavs/b9_l659.wav,αὐτὰρ Ἀχιλλεὺς εὗδε μυχῷ κλισίης εὐπήκτου·,train
b9_l660,9,660,664,ok,,5.973,0.100,0.753,5.120,-6.9,5.370,"τῷ δ’ἄρα παρκατέλεκτο γυνή, τὴν Λεσβόθεν ἦγε,","τῷ δ’ἄρα παρκατέλεκτο γυνή, τὴν Λεσβόθεν ἦγε,",data/iliad/raw/Homer/Iliad/book_9/line_660.mp4,data/iliad/wavs/b9_l660.wav,"τῷ δ’ ἄρα παρκατέλεκτο γυνή, τὴν Λεσβόθεν ἦγε,",train
b9_l661,9,661,665,ok,,5.973,0.140,0.413,5.420,-10.8,5.650,Φόρβαντος θυγάτηρ Διομήδη καλλιπάρῃος.,Φόρβαντος θυγάτηρ Διομήδη καλλιπάρῃος.,data/iliad/raw/Homer/Iliad/book_9/line_661.mp4,data/iliad/wavs/b9_l661.wav,Φόρβαντος θυγάτηρ Διομήδη καλλιπάρῃος.,train
b9_l662,9,662,666,ok,,5.973,0.120,0.113,5.740,-9.1,5.590,Πάτροκλος δ’ἑτέρωθεν ἐλέξατο· πὰρ δ’ἄρα καὶ τῷ,Πάτροκλος δ’ἑτέρωθεν ἐλέξατο· πὰρ δ’ἄρα καὶ τῷ,data/iliad/raw/Homer/Iliad/book_9/line_662.mp4,data/iliad/wavs/b9_l662.wav,Πάτροκλος δ’ ἑτέρωθεν ἐλέξατο· πὰρ δ’ ἄρα καὶ τῷ,train
b9_l663,9,663,667,ok,,5.973,0.120,0.013,5.840,-5.9,5.650,"Ἶφις ἐΰζωνος, τήν οἱ πόρε δῖος Ἀχιλλεὺς","Ἶφις ἐΰζωνος, τήν οἱ πόρε δῖος Ἀχιλλεὺς",data/iliad/raw/Homer/Iliad/book_9/line_663.mp4,data/iliad/wavs/b9_l663.wav,"Ἶφις ἐΰζωνος, τήν οἱ πόρε δῖος Ἀχιλλεὺς",train
b9_l664,9,664,668,ok,,5.973,0.020,0.113,5.840,-5.5,5.530,Σκῦρον ἑλὼν αἰπεῖαν Ἐνυῆος πτολίεθρον.,Σκῦρον ἑλὼν αἰπεῖαν Ἐνυῆος πτολίεθρον.,data/iliad/raw/Homer/Iliad/book_9/line_664.mp4,data/iliad/wavs/b9_l664.wav,Σκῦρον ἑλὼν αἰπεῖαν Ἐνυῆος πτολίεθρον.,train
b9_l665,9,665,669,ok,,5.973,0.100,0.153,5.720,-8.0,5.330,οἳ δ’ὅτε δὴ κλισίῃσιν ἐν Ἀτρεΐδαο γένοντο.,οἳ δ’ὅτε δὴ κλισίῃσιν ἐν Ἀτρεΐδαο γένοντο.,data/iliad/raw/Homer/Iliad/book_9/line_665.mp4,data/iliad/wavs/b9_l665.wav,οἳ δ’ ὅτε δὴ κλισίῃσιν ἐν Ἀτρεΐδαο γένοντο.,train
b9_l666,9,666,670,ok,,5.973,0.140,0.193,5.640,-8.3,4.870,τοὺς μὲν ἄρα χρυσέοισι κυπέλλοις υἷες Ἀχαιῶν,τοὺς μὲν ἄρα χρυσέοισι κυπέλλοις υἷες Ἀχαιῶν,data/iliad/raw/Homer/Iliad/book_9/line_666.mp4,data/iliad/wavs/b9_l666.wav,τοὺς μὲν ἄρα χρυσέοισι κυπέλλοις υἷες Ἀχαιῶν,train
b9_l667,9,667,671,ok,,5.973,0.060,1.573,4.340,-8.3,4.550,"δειδέχατ’ ἄλλοθεν ἄλλος ἀνασταδόν, ἔκ τ’ἐρέοντο·","δειδέχατ’ ἄλλοθεν ἄλλος ἀνασταδόν, ἔκ τ’ἐρέοντο·",data/iliad/raw/Homer/Iliad/book_9/line_667.mp4,data/iliad/wavs/b9_l667.wav,"δειδέχατ’ ἄλλοθεν ἄλλος ἀνασταδόν, ἔκ τ’ ἐρέοντο·",train
b9_l668,9,668,672,ok,,5.973,0.020,0.373,5.580,-8.8,5.710,πρῶτος δ’ἐξερέεινεν ἄναξ ἀνδρῶν Ἀγαμέμνων·,πρῶτος δ’ἐξερέεινεν ἄναξ ἀνδρῶν Ἀγαμέμνων·,data/iliad/raw/Homer/Iliad/book_9/line_668.mp4,data/iliad/wavs/b9_l668.wav,πρῶτος δ’ ἐξερέεινεν ἄναξ ἀνδρῶν Ἀγαμέμνων·,train
b9_l669,9,669,673,ok,,5.973,0.160,0.993,4.820,-9.8,5.050,εἴπ’ ἄγε μ’ὦ πολύαιν’ Ὀδυσεῦ μέγα κῦδος Ἀχαιῶν,εἴπ’ ἄγε μ’ὦ πολύαιν’ Ὀδυσεῦ μέγα κῦδος Ἀχαιῶν,data/iliad/raw/Homer/Iliad/book_9/line_669.mp4,data/iliad/wavs/b9_l669.wav,εἴπ’ ἄγε μ’ ὦ πολύαιν’ Ὀδυσεῦ μέγα κῦδος Ἀχαιῶν,train
b9_l670,9,670,674,ok,,5.973,0.120,0.333,5.520,-9.0,5.670,"ἤ ῥ’ἐθέλει νήεσσιν ἀλεξέμεναι δήιον πῦρ,","ἤ ῥ’ἐθέλει νήεσσιν ἀλεξέμεναι δήιον πῦρ,",data/iliad/raw/Homer/Iliad/book_9/line_670.mp4,data/iliad/wavs/b9_l670.wav,"ἤ ῥ’ ἐθέλει νήεσσιν ἀλεξέμεναι δήιον πῦρ,",train
b9_l671,9,671,675,ok,,5.973,0.120,1.273,4.580,-10.2,4.810,"ἦ ἀπέειπε, χόλος δ’ἔτ’ ἔχει μεγαλήτορα θυμόν;","ἦ ἀπέειπε, χόλος δ’ἔτ’ ἔχει μεγαλήτορα θυμόν;",data/iliad/raw/Homer/Iliad/book_9/line_671.mp4,data/iliad/wavs/b9_l671.wav,"ἦ ἀπέειπε, χόλος δ’ ἔτ’ ἔχει μεγαλήτορα θυμόν;",train
b9_l672,9,672,676,ok,,6.059,0.200,0.359,5.500,-9.2,5.730,τὸν δ’αὖτε προσέειπε πολύτλας δῖος Ὀδυσσεύς·,τὸν δ’αὖτε προσέειπε πολύτλας δῖος Ὀδυσσεύς·,data/iliad/raw/Homer/Iliad/book_9/line_672.mp4,data/iliad/wavs/b9_l672.wav,τὸν δ’ αὖτε προσέειπε πολύτλας δῖος Ὀδυσσεύς·,train
b9_l673,9,673,677,ok,,6.059,0.220,0.539,5.300,-9.9,5.470,Ἀτρεΐδη κύδιστε ἄναξ ἀνδρῶν Ἀγάμεμνον,Ἀτρεΐδη κύδιστε ἄναξ ἀνδρῶν Ἀγάμεμνον,data/iliad/raw/Homer/Iliad/book_9/line_673.mp4,data/iliad/wavs/b9_l673.wav,Ἀτρεΐδη κύδιστε ἄναξ ἀνδρῶν Ἀγάμεμνον,train
b9_l674,9,674,678,ok,,5.973,0.100,0.473,5.400,-10.4,5.610,"κεῖνός γ’οὐκ ἐθέλει σβέσσαι χόλον, ἀλλ’ ἔτι μᾶλλον","κεῖνός γ’οὐκ ἐθέλει σβέσσαι χόλον, ἀλλ’ ἔτι μᾶλλον",data/iliad/raw/Homer/Iliad/book_9/line_674.mp4,data/iliad/wavs/b9_l674.wav,"κεῖνός γ’ οὐκ ἐθέλει σβέσσαι χόλον, ἀλλ’ ἔτι μᾶλλον",train
b9_l675,9,675,679,ok,,5.973,0.120,0.773,5.080,-10.6,5.330,"πιμπλάνεται μένεος, σὲ δ’ἀναίνεται ἠδὲ σὰ δῶρα.","πιμπλάνεται μένεος, σὲ δ’ἀναίνεται ἠδὲ σὰ δῶρα.",data/iliad/raw/Homer/Iliad/book_9/line_675.mp4,data/iliad/wavs/b9_l675.wav,"πιμπλάνεται μένεος, σὲ δ’ ἀναίνεται ἠδὲ σὰ δῶρα.",train
b9_l676,9,676,680,ok,,5.973,0.120,0.613,5.240,-11.0,5.450,αὐτόν σε φράζεσθαι ἐν Ἀργείοισιν ἄνωγεν,αὐτόν σε φράζεσθαι ἐν Ἀργείοισιν ἄνωγεν,data/iliad/raw/Homer/Iliad/book_9/line_676.mp4,data/iliad/wavs/b9_l676.wav,αὐτόν σε φράζεσθαι ἐν Ἀργείοισιν ἄνωγεν,train
b9_l677,9,677,681,ok,,5.973,0.080,0.433,5.460,-9.9,5.650,ὅππως κεν νῆάς τε σαῷς καὶ λαὸν Ἀχαιῶν·,ὅππως κεν νῆάς τε σαῷς καὶ λαὸν Ἀχαιῶν·,data/iliad/raw/Homer/Iliad/book_9/line_677.mp4,data/iliad/wavs/b9_l677.wav,ὅππως κεν νῆάς τε σαῷς καὶ λαὸν Ἀχαιῶν·,train
b9_l678,9,678,682,ok,,5.973,0.080,0.153,5.740,-6.9,5.870,αὐτὸς δ’ἠπείλησεν ἅμ’ ἠοῖ φαινομένηφι,αὐτὸς δ’ἠπείλησεν ἅμ’ ἠοῖ φαινομένηφι,data/iliad/raw/Homer/Iliad/book_9/line_678.mp4,data/iliad/wavs/b9_l678.wav,αὐτὸς δ’ ἠπείλησεν ἅμ’ ἠοῖ φαινομένηφι,train
b9_l679,9,679,683,ok,,5.973,0.020,0.133,5.820,-9.7,5.690,νῆας ἐϋσσέλμους ἅλαδ’ ἑλκέμεν ἀμφιελίσσας.,νῆας ἐϋσσέλμους ἅλαδ’ ἑλκέμεν ἀμφιελίσσας.,data/iliad/raw/Homer/Iliad/book_9/line_679.mp4,data/iliad/wavs/b9_l679.wav,νῆας ἐϋσσέλμους ἅλαδ’ ἑλκέμεν ἀμφιελίσσας.,train
b9_l680,9,680,684,ok,,5.973,0.080,0.553,5.340,-10.2,5.550,καὶ δ’ἂν τοῖς ἄλλοισιν ἔφη παραμυθήσασθαι,καὶ δ’ἂν τοῖς ἄλλοισιν ἔφη παραμυθήσασθαι,data/iliad/raw/Homer/Iliad/book_9/line_680.mp4,data/iliad/wavs/b9_l680.wav,καὶ δ’ ἂν τοῖς ἄλλοισιν ἔφη παραμυθήσασθαι,train
b9_l681,9,681,685,ok,,5.973,0.120,0.113,5.740,-8.3,5.590,"οἴκαδ’ ἀποπλείειν, ἐπεὶ οὐκέτι δήετε τέκμωρ","οἴκαδ’ ἀποπλείειν, ἐπεὶ οὐκέτι δήετε τέκμωρ",data/iliad/raw/Homer/Iliad/book_9/line_681.mp4,data/iliad/wavs/b9_l681.wav,"οἴκαδ’ ἀποπλείειν, ἐπεὶ οὐκέτι δήετε τέκμωρ",train
b9_l682,9,682,686,ok,,5.973,0.120,0.393,5.460,-10.8,5.690,Ἰλίου αἰπεινῆς· μάλα γάρ ἑθεν εὐρύοπα Ζεὺς,Ἰλίου αἰπεινῆς· μάλα γάρ ἑθεν εὐρύοπα Ζεὺς,data/iliad/raw/Homer/Iliad/book_9/line_682.mp4,data/iliad/wavs/b9_l682.wav,Ἰλίου αἰπεινῆς· μάλα γάρ ἑθεν εὐρύοπα Ζεὺς,train
b9_l683,9,683,687,ok,,5.973,0.120,0.673,5.180,-8.4,5.410,"χεῖρα ἑὴν ὑπερέσχε, τεθαρσήκασι δὲ λαοί.","χεῖρα ἑὴν ὑπερέσχε, τεθαρσήκασι δὲ λαοί.",data/iliad/raw/Homer/Iliad/book_9/line_683.mp4,data/iliad/wavs/b9_l683.wav,"χεῖρα ἑὴν ὑπερέσχε, τεθαρσήκασι δὲ λαοί.",train
b9_l684,9,684,688,ok,,5.973,0.160,0.013,5.800,-7.8,5.913,"ὣς ἔφατ’· εἰσὶ καὶ οἵδε τάδ’ εἰπέμεν, οἵ μοι ἕποντο,","ὣς ἔφατ’· εἰσὶ καὶ οἵδε τάδ’ εἰπέμεν, οἵ μοι ἕποντο,",data/iliad/raw/Homer/Iliad/book_9/line_684.mp4,data/iliad/wavs/b9_l684.wav,"ὣς ἔφατ’· εἰσὶ καὶ οἵδε τάδ’ εἰπέμεν, οἵ μοι ἕποντο,",train
b9_l685,9,685,689,ok,,5.973,0.160,0.213,5.600,-6.0,5.750,Αἴας καὶ κήρυκε δύω πεπνυμένω ἄμφω.,Αἴας καὶ κήρυκε δύω πεπνυμένω ἄμφω.,data/iliad/raw/Homer/Iliad/book_9/line_685.mp4,data/iliad/wavs/b9_l685.wav,Αἴας καὶ κήρυκε δύω πεπνυμένω ἄμφω.,train
b9_l686,9,686,690,ok,,5.973,0.040,0.053,5.880,-7.8,5.973,"Φοῖνιξ δ’αὖθ’ ὃ γέρων κατελέξατο, ὡς γὰρ ἀνώγει,","Φοῖνιξ δ’αὖθ’ ὃ γέρων κατελέξατο, ὡς γὰρ ἀνώγει,",data/iliad/raw/Homer/Iliad/book_9/line_686.mp4,data/iliad/wavs/b9_l686.wav,"Φοῖνιξ δ’ αὖθ’ ὃ γέρων κατελέξατο, ὡς γὰρ ἀνώγει,",train
b9_l687,9,687,691,ok,,5.973,0.140,0.033,5.800,-8.7,5.933,ὄφρά οἱ ἐν νήεσσι φίλην ἐς πατρίδ’ ἕπηται,ὄφρά οἱ ἐν νήεσσι φίλην ἐς πατρίδ’ ἕπηται,data/iliad/raw/Homer/Iliad/book_9/line_687.mp4,data/iliad/wavs/b9_l687.wav,ὄφρά οἱ ἐν νήεσσι φίλην ἐς πατρίδ’ ἕπηται,train
b9_l688,9,688,692,ok,,6.059,0.220,0.499,5.340,-11.3,5.550,"αὔριον, ἢν ἐθέλῃσιν· ἀνάγκῃ δ’οὔ τί μιν ἄξει.","αὔριον, ἢν ἐθέλῃσιν· ἀνάγκῃ δ’οὔ τί μιν ἄξει.",data/iliad/raw/Homer/Iliad/book_9/line_688.mp4,data/iliad/wavs/b9_l688.wav,"αὔριον, ἢν ἐθέλῃσιν· ἀνάγκῃ δ’ οὔ τί μιν ἄξει.",train
b9_l689,9,689,693,ok,,6.059,0.240,0.019,5.800,-10.2,5.710,"ὣς ἔφαθ’, οἳ δ’ἄρα πάντες ἀκὴν ἐγένοντο σιωπῇ","ὣς ἔφαθ’, οἳ δ’ἄρα πάντες ἀκὴν ἐγένοντο σιωπῇ",data/iliad/raw/Homer/Iliad/book_9/line_689.mp4,data/iliad/wavs/b9_l689.wav,"ὣς ἔφαθ’, οἳ δ’ ἄρα πάντες ἀκὴν ἐγένοντο σιωπῇ",train
b9_l690,9,690,694,ok,,5.973,0.100,0.773,5.100,-7.8,5.330,μῦθον ἀγασσάμενοι· μάλα γὰρ κρατερῶς ἀγόρευσε.,μῦθον ἀγασσάμενοι· μάλα γὰρ κρατερῶς ἀγόρευσε.,data/iliad/raw/Homer/Iliad/book_9/line_690.mp4,data/iliad/wavs/b9_l690.wav,μῦθον ἀγασσάμενοι· μάλα γὰρ κρατερῶς ἀγόρευσε.,train
b9_l691,9,691,695,ok,,5.973,0.140,0.373,5.460,-10.1,5.710,δὴν δ’ἄνεῳ ἦσαν τετιηότες υἷες Ἀχαιῶν·,δὴν δ’ἄνεῳ ἦσαν τετιηότες υἷες Ἀχαιῶν·,data/iliad/raw/Homer/Iliad/book_9/line_691.mp4,data/iliad/wavs/b9_l691.wav,δὴν δ’ ἄνεῳ ἦσαν τετιηότες υἷες Ἀχαιῶν·,train
b9_l692,9,692,696,ok,,5.973,0.100,0.133,5.740,-8.8,5.950,ὀψὲ δὲ δὴ μετέειπε βοὴν ἀγαθὸς Διομήδης·,ὀψὲ δὲ δὴ μετέειπε βοὴν ἀγαθὸς Διομήδης·,data/iliad/raw/Homer/Iliad/book_9/line_692.mp4,data/iliad/wavs/b9_l692.wav,ὀψὲ δὲ δὴ μετέειπε βοὴν ἀγαθὸς Διομήδης·,train
b9_l693,9,693,697,ok,,6.059,0.200,0.019,5.840,-7.2,5.959,Ἀτρεΐδη κύδιστε ἄναξ ἀνδρῶν Ἀγάμεμνον,Ἀτρεΐδη κύδιστε ἄναξ ἀνδρῶν Ἀγάμεμνον,data/iliad/raw/Homer/Iliad/book_9/line_693.mp4,data/iliad/wavs/b9_l693.wav,Ἀτρεΐδη κύδιστε ἄναξ ἀνδρῶν Ἀγάμεμνον,train
b9_l694,9,694,698,ok,,5.973,0.080,0.793,5.100,-10.4,5.330,μὴ ὄφελες λίσσεσθαι ἀμύμονα Πηλεΐωνα,μὴ ὄφελες λίσσεσθαι ἀμύμονα Πηλεΐωνα,data/iliad/raw/Homer/Iliad/book_9/line_694.mp4,data/iliad/wavs/b9_l694.wav,μὴ ὄφελες λίσσεσθαι ἀμύμονα Πηλεΐωνα,train
b9_l695,9,695,699,ok,,5.973,0.020,0.473,5.480,-8.7,5.630,μυρία δῶρα διδούς· ὃ δ’ἀγήνωρ ἐστὶ καὶ ἄλλως·,μυρία δῶρα διδούς· ὃ δ’ἀγήνωρ ἐστὶ καὶ ἄλλως·,data/iliad/raw/Homer/Iliad/book_9/line_695.mp4,data/iliad/wavs/b9_l695.wav,μυρία δῶρα διδούς· ὃ δ’ ἀγήνωρ ἐστὶ καὶ ἄλλως·,train
b9_l696,9,696,700,ok,,5.973,0.020,0.013,5.940,-9.2,5.610,νῦν αὖ μιν πολὺ μᾶλλον ἀγηνορίῃσιν ἐνῆκας.,νῦν αὖ μιν πολὺ μᾶλλον ἀγηνορίῃσιν ἐνῆκας.,data/iliad/raw/Homer/Iliad/book_9/line_696.mp4,data/iliad/wavs/b9_l696.wav,νῦν αὖ μιν πολὺ μᾶλλον ἀγηνορίῃσιν ἐνῆκας.,train
b9_l697,9,697,701,ok,,5.973,0.180,0.573,5.220,-10.6,4.550,ἀλλ’ ἤτοι κεῖνον μὲν ἐάσομεν ἤ κεν ἴῃσιν,ἀλλ’ ἤτοι κεῖνον μὲν ἐάσομεν ἤ κεν ἴῃσιν,data/iliad/raw/Homer/Iliad/book_9/line_697.mp4,data/iliad/wavs/b9_l697.wav,ἀλλ’ ἤτοι κεῖνον μὲν ἐάσομεν ἤ κεν ἴῃσιν,train
b9_l698,9,698,702,ok,,5.973,0.140,0.093,5.740,-8.7,4.690,ἦ κε μένῃ· τότε δ’αὖτε μαχήσεται ὁππότε κέν μιν,ἦ κε μένῃ· τότε δ’αὖτε μαχήσεται ὁππότε κέν μιν,data/iliad/raw/Homer/Iliad/book_9/line_698.mp4,data/iliad/wavs/b9_l698.wav,ἦ κε μένῃ· τότε δ’ αὖτε μαχήσεται ὁππότε κέν μιν,train
b9_l699,9,699,703,ok,,5.973,0.100,0.013,5.860,-8.1,5.973,θυμὸς ἐνὶ στήθεσσιν ἀνώγῃ καὶ θεὸς ὄρσῃ.,θυμὸς ἐνὶ στήθεσσιν ἀνώγῃ καὶ θεὸς ὄρσῃ.,data/iliad/raw/Homer/Iliad/book_9/line_699.mp4,data/iliad/wavs/b9_l699.wav,θυμὸς ἐνὶ στήθεσσιν ἀνώγῃ καὶ θεὸς ὄρσῃ.,train
