word,nucleus,length
πῖλος,0,L
πῖνε,0,L
πῦρ,0,L
πῶμα,1,S
πῶϋ,1,S
σάκεα,0,S
σάκει,0,S
σάκεος,0,S
σάκεσίν,0,S
σάκεσιν,0,S
σάκεσσι,0,S
σάκεσσι,2,S
σάκεϊ,0,S
σάκεϊ,2,L
σάκε’,0,S
σάκος,0,S
σάμον,0,S
σάμου,0,S
σάρκεσσι,2,S
σάτνιον,1,S
σάφα,0,S
σάφα,1,S
σάω,0,S
σάωσας,0,S
σάωσε,0,S
σάωσον,0,S
σέλας,1,S
σέλαϊ,1,S
σέλαϊ,2,L
σέλινον,1,L
σήματα,1,S
σήματα,2,S
σήματι,1,S
σήματι,2,S
σήσαμον,1,S
σίγα,0,L
σίγα,1,L
σίδηρον,0,S
σίδηρος,0,S
σίνεται,0,L
σίντιες,1,S
σίσυφος,0,L
σίσυφος,1,S
σίτοιο,0,L
σίτου,0,L
σαγγαρίοιο,1,S
σαγγαρίοιο,2,S
σακέσπαλος,0,S
σακέσπαλος,2,S
σακέων,0,S
σαλαμῖνι,0,S
σαλαμῖνι,1,S
σαλαμῖνι,2,L
σαλαμῖνι,3,S
σαλαμῖνος,0,S
σαλαμῖνος,1,S
σαλαμῖνος,2,L
σανίδας,0,S
σανίδας,1,S
σανίδες,0,S
σανίδες,1,S
σανίδων,0,S
σανίδων,1,S
σαπήῃ,0,S
σαρπήδοντι,3,S
σαρπηδόνα,3,S
σαρπηδόνι,3,S
σατνιόεντι,1,S
σατνιόεντος,1,S
σαωθήτω,0,S
σαωθῆναι,0,S
σαωσέμεν,0,S
σαωσέμεναι,0,S
σαόφρονα,0,S
σαόφρονα,3,S
σαώσαι,0,S
σαώσατε,0,S
σαώσατε,2,S
σαώσει,0,S
σαώσειαν,0,S
σαώσειας,0,S
σαώσεις,0,S
σαώσετε,0,S
σαώσετον,0,S
σαώσομεν,0,S
σαώσῃ,0,S
σαώσῃς,0,S
σαώτερος,0,S
σαῶσαι,0,S
σαῶσι,0,S
σαῶσι,2,S
σαῷ,0,S
σαῷς,0,S
σβέσαν,1,S
σβέσατ’,1,S
σείσατο,1,S
σεβάσσατο,2,S
σελάγου,1,S
σεληπιάδαο,2,S
σεληπιάδαο,3,S
σεληπιάδαο,4,L
σευάμενος,1,S
σεύας,1,L
σεύατ’,1,S
σεῦα,1,S
σημάντορας,3,S
σημαίνουσιν,3,S
σθένεΐ,2,L
σθένεϊ,2,L
σθενέλαον,2,L
σθεναρή,1,S
σιάλοιο,0,S
σιάλοιο,1,S
σιγαλόεντα,0,L
σιγαλόεντα,1,S
σιγῇ,0,L
σιδήρειαί,0,S
σιδήρειος,0,S
σιδήρειόν,0,S
σιδήρεον,0,S
σιδήρεος,0,S
σιδήρου,0,S
σιδήρῳ,0,S
σιδηρέῳ,0,S
σιδηρείη,0,S
σιδηρείῃ,0,S
σιδονίηθεν,0,L
σιδονίηθεν,2,S
σιδονίων,0,L
σιδονίων,2,S
σιδόνες,0,S
σικυῶνι,0,S
σικυῶνι,1,S
σικυῶν’,0,S
σικυῶν’,1,S
σιμοείσιον,0,S
σιμοείσιον,3,S
σιμόεις,0,S
σιμόεντι,0,S
σιμόεντι,3,S
σιμόεντος,0,S
σιπύλῳ,0,S
σιπύλῳ,1,S
σιωπᾶν,0,S
σιωπῆσαί,0,S
σιωπῇ,0,S
σκάμανδρε,0,S
σκάμανδρον,0,S
σκάμανδρος,0,S
σκέδασεν,1,S
σκέδασον,1,S
σκέδασ’,1,S
σκίδναθ’,1,S
σκίδναται,1,S
σκαιάων,1,L
σκαιῇσι,2,S
σκαμάνδριον,0,S
σκαμάνδριον,2,S
σκαμάνδρου,0,S
σκαμάνδρῳ,0,S
σκαμανδρίῳ,0,S
σκαμανδρίῳ,2,S
σκηπανίῳ,1,S
σκηπανίῳ,2,S
σκιάσῃ,0,S
σκιάσῃ,1,S
σκιερῷ,0,S
σκιόεντα,0,S
σκιόεντα,3,S
σκολιὰς,1,S
σκολόπεσσι,3,S
σκολόπεσσιν,3,S
σκοπιάζων,1,S
σκοπιήν,1,S
σκοπιαζέμεν,1,S
σκοπιαὶ,1,S
σκοπιὴν,1,S
σκοπιῆς,1,S
σκοπιῇ,1,S
σκυρόθεν,0,L
σκυτοτόμων,0,L
σκότιον,1,S
σκύρῳ,0,L
σκῆπτρα,1,S
σκῦρον,0,L
σμαραγήσῃ,0,S
σμαραγήσῃ,1,S
σμαραγεῖ,0,S
σμαραγεῖ,1,S
σμερδαλέα,1,S
σμερδαλέα,3,L
σμερδαλέην,1,S
σμερδαλέον,1,S
σμερδαλέος,1,S
σμερδαλέω,1,S
σμερδαλέῳ,1,S
σμερδαλέ’,1,S
σμικρῇσι,2,S
σμύχοιτο,0,L
σολύμοισι,1,S
σολύμοισι,3,S
σοφίης,1,S
σοῖσι,1,S
σοῖσιν,1,S
σπάρτα,1,S
σπάσεν,0,S
σπάσσατο,1,S
σπέρχωσιν,2,S
σπασσάμενος,1,S
σπερχοίατ’,2,S
σπεύδοντα,2,S
σπεύδοντας,2,S
σπεύδοντι,2,S
σπεύσατέ,1,S
σπιδέος,0,S
σπλάγχνα,1,S
στέλλοιμι,2,S
στέλλοντα,2,S
στέμμα,1,S
στέμματ’,1,S
στέντορι,2,S
στέρνοισι,2,S
στέρνοισιν,2,S
στέφανος,1,S
στήθεά,2,S
στήθεα,2,S
στήθεσι,2,S
στήθεσιν,2,S
στήθεσσι,2,S
στήθεσσιν,2,S
στήθεσφι,2,S
στήθεσφιν,2,S
στήθεϊ,2,S
στήσας,1,L
στήσασα,1,L
στήσασα,2,S
στίλβοντας,2,S
στίχας,0,S
στίχας,1,S
στίχες,0,S
σταδίῃ,0,S
σταδίῃ,1,S
σταθμοῖσιν,2,S
στατὸς,0,S
σταφυλῇσι,0,S
σταφυλῇσι,1,S
σταφυλῇσι,3,S
σταφύληῥἐπὶ,0,S
σταφύληῥἐπὶ,1,S
σταφύληῥἐπὶ,4,S
σταχύεσσιν,0,S
σταχύεσσιν,1,S
σταχύεσσιν,3,S
στείνεϊ,2,S
στενάχεσχ’,1,S
στενάχοντα,1,S
στενάχοντα,3,S
στενάχοντι,1,S
στενάχοντι,3,S
στενάχοντο,1,S
στενάχουσι,1,S
στενάχουσι,3,S
στενάχω,1,S
στενάχων,1,S
στεναχίζετο,1,S
στεναχίζων,1,S
στερεῇσι,3,S
στεφάνας,1,S
στεφάνας,2,L
στεφάνη,1,S
στεφάνην,1,S
στεφάνης,1,S
στεῖλαν,1,S
στησάμενοι,1,S
στιβαρόν,0,S
στιβαρόν,1,S
στιβαρὸν,0,S
στιβαρὸν,1,S
στιβαρῆς,0,S
στιβαρῆς,1,S
στιβαρῇσιν,0,S
στιβαρῇσιν,1,S
στιβαρῇσιν,3,S
στιβαρῶς,0,S
στιβαρῶς,1,S
στιβαρῷ,0,S
στιβαρῷ,1,S
στιχίον,0,S
στιχίον,1,S
στιχίος,0,S
στιχίος,1,S
στιχὸς,0,S
στομάχοιο,1,S
στομάχους,1,S
στοναχάς,1,S
στοναχὴ,1,S
στοναχῆσαι,1,S
στοναχῇ,1,S
στονόεντα,3,S
στονόεσσαν,3,S
στορέσας,2,L
στρέψαντα,2,S
στρατίην,0,S
στρατίην,1,S
στρατοὶ,0,S
στρατοῦ,0,S
στρατόν,0,S
στρατόφι,0,S
στρατὸν,0,S
στρατῷ,0,S
στρεπτοῖσι,2,S
στρεφεδίνηθεν,2,L
στρεφθέντι,2,S
στροφάλιγγι,1,S
στροφάλιγγι,3,S
στροφίοιο,1,S
στρωφᾶτ’,1,L
στυγέει,0,S
στυγέουσι,0,S
στυγέουσι,3,S
στυγέῃ,0,S
στυγέῃσι,0,S
στυγέῃσι,3,S
στυγερή,0,S
στυγερήν,0,S
στυγεροῖο,0,S
στυγεροῦ,0,S
στυγερὰς,0,S
στυγερὴν,0,S
στυγερὸς,0,S
στυγερῇ,0,S
στυγερῶς,0,S
στυγερῷ,0,S
στυγὸς,0,S
στυφέλιξε,0,S
στυφελίζειν,0,S
στυφελίξαι,0,S
στυφελίξῃ,0,S
στόμα,1,S
στόματ’,1,S
στόμαχον,1,S
στύρα,0,S
στύρα,1,S
στὰς,0,L
στᾶσα,0,L
στᾶσα,1,S
στᾶσ’,0,L
στῆθι,1,S
στῆσαν,1,S
συβόσια,0,S
συβόσια,2,L
συβόσια,3,S
συγκαλέσας,1,S
συγκύρσειαν,3,S
συλήσας,0,L
συλήσας,2,L
συλήσειε,0,L
συλήσειν,0,L
συλήσετε,0,L
συλήσω,0,L
συλήσων,0,L
συλήσωσι,0,L
συλήσωσι,3,S
συλήτην,0,L
συλεύειν,0,L
συλλέξατο,2,S
συμβάλετ’,1,S
συμμητιάασθαι,2,S
συμμητιάασθαι,3,S
συμπλατάγησεν,1,S
συμπλατάγησεν,2,S
συμφερόμεσθα,4,S
συμφράσσατο,2,S
συνέαξε,0,S
συνέδραμον,0,S
συνέδραμον,2,S
συνέπηξεν,0,S
συνέχευε,0,S
συνήντετο,0,S
συνίτην,0,S
συνίτην,1,S
συναίνυτο,0,S
συναίνυτο,2,S
συναγειρόμενοι,0,S
συναγειρόμενοι,1,S
συναγρόμενοι,0,S
συναείρεται,0,S
συναείρεται,1,S
συναντέσθην,0,S
συναντήσωνται,0,S
συνεέργαθον,0,S
συνεέργαθον,3,S
συνεκλόνεον,0,S
συνελάσσαμεν,0,S
συνελάσσαμεν,3,S
συνεοχμῷ,0,S
συνεσταότος,0,S
συνεσταότος,2,S
συνεχές,0,L
συνημοσύνας,0,S
συνημοσύνας,3,S
συνημοσύνας,4,L
συνθεσίαι,2,S
συνθεσιάων,2,S
συνθεσιάων,3,L
συνοισόμεθα,0,S
συνορινόμεναι,0,S
συνορινόμεναι,2,L
συνοχωκότε,0,S
συνώμεθα,0,S
συνώμεθα,3,S
συρίγγων,0,L
συσὶ,0,S
συσὶ,1,S
συφορβόν,0,S
συὸς,0,S
συῒ,0,S
συῒ,1,S
συῶν,0,S
σφέας,1,S
σφήκεσσιν,2,S
σφίσι,0,S
σφίσι,1,S
σφίσιν,0,S
σφίσιν,1,S
σφας,0,S
σφεδανὸν,1,S
σφετέρῃσιν,3,S
σφετεράων,2,L
σφι,0,S
σφιν,0,S
σφισι,0,S
σφισι,1,S
σφισιν,0,S
σφισιν,1,S
σφονδυλίων,1,S
σφονδυλίων,2,S
σφοῖσι,1,S
σφοῖσιν,1,S
σφυρὰ,0,S
σφυρὰ,1,S
σφυρὸν,0,S
σφωΐτερόν,1,S
σφωϊν,1,S
σφῶΐ,1,S
σφῶϊ,1,S
σφῶϊν,1,S
σφ’ἀγορή,0,S
σφ’ἀγόρευε,0,S
σφ’ἀλίτηται,0,S
σφ’ἀλίτηται,1,S
σφ’ἄκριτα,1,S
σφ’ἄκριτα,2,S
σφ’ἐγκέφαλος,2,S
σφ’ἐπὶ,1,S
σφ’ὑπὸ,0,S
σχέτλιε,1,S
σχέτλιοί,1,S
σχέτλιος,1,S
σχέτλιός,1,S
σχέτλι’,1,S
σχήσουσι,2,S
σχήσουσιν,2,S
σχίζῃσιν,2,S
σχεδίην,1,S
σχεδίον,1,S
σχεδίος,1,S
σχετλίη,1,S
σχοίατ’,1,S
σόα,1,S
σύ,0,S
σύγχεας,2,S
σύγχυτ’,1,S
σύες,0,S
σύεσσιν,0,S
σύεσσιν,2,S
σύλα,0,L
σύλα,1,L
σύλησας,0,L
σύλησας,2,L
σύμβαλον,1,S
σύμηθεν,0,L
σύναγον,0,S
σύναγον,1,S
σύνελεν,0,S
σύνεχον,0,S
σύριγγος,0,L
σύριγξι,0,L
σύριγξι,2,S
σύτο,0,S
σώματα,1,S
σώματα,2,S
σώματι,1,S
σώματι,2,S
σώματος,1,S
σὰ,0,S
σὺ,0,S
σὺν,0,S
σῆμά,1,S
σῆμα,1,S
σῇσι,1,S
σῇσιν,1,S
σῖτον,0,L
σῖτόν,0,L
σῦν,0,L
σῦς,0,L
σῶμα,1,S
σ’αἰνήσωσιν,3,S
σ’αὖτις,1,S
σ’εἴασεν,1,L
σ’εἵνεκα,2,S
σ’ἀπεχθήρω,0,S
σ’ἀτιμήσουσι,0,S
σ’ἀτιμήσουσι,1,L
σ’ἀτιμήσουσι,4,S
σ’ἀτρεΐδης,2,S
σ’ἀφραίνοντα,3,S
σ’ἀχιλεῦ,0,S
σ’ἀχιλεῦ,1,S
σ’ἄμοτον,0,S
σ’ἐξανύω,1,S
σ’ἐξανύω,2,S
σ’ἐρύσατο,1,L
σ’ἐρύσατο,2,S
σ’ἔβαλον,1,S
σ’ἔβαλόν,1,S
σ’ἔολπα,2,S
σ’ἔπειτα,2,S
σ’ἔτι,1,S
σ’ἔτυμόν,1,S
σ’ἕλῃσι,2,S
σ’ὀΐω,1,L
σ’ὑποδείσαντες,0,S
σ’ὑποδείσας,0,S
τά,0,S
τάδε,0,S
τάδ’,0,S
τάθη,0,S
τάλαντα,0,S
τάλαντα,2,S
τάμε,0,S
τάμητε,0,S
τάμοι,0,S
τάμον,0,S
τάμωμεν,0,S
τάμῃ,0,S
τάνυσε,0,S
τάνυσε,1,S
τάνυσθεν,0,S
τάνυσσαν,0,S
τάνυσσε,0,S
τάνυται,0,S
τάνυται,1,S
τάπης,0,S
τάπησί,0,S
τάπησί,2,S
τάπητας,0,S
τάρπησαν,2,S
τάρταρον,1,S
τάρταρος,1,S
τάρφεσιν,2,S
τάφον,0,S
τάφου,0,S
τάχα,0,S
τάχα,1,S
τάχει,0,S
τάχιστα,0,S
τάχιστα,2,S
τάχιστ’,0,S
τάχος,0,S
τάχ’,0,S
τάων,0,L
τέθναθι,1,S
τέθναθι,2,S
τέκεσσι,2,S
τέκεϊ,2,L
τέκνα,1,S
τέρας,1,S
τέρμα,1,S
τέρμαθ’,1,S
τέρματα,1,S
τέρματα,2,S
τέρματ’,1,S
τέσσαρα,1,S
τέσσαρα,2,S
τέσσαρας,1,S
τέσσαρας,2,S
τέσσαρες,1,S
τέσσαρ’,1,S
τέτατο,1,S
τέτατό,1,S
τέτλαθι,1,S
τέτλαθι,2,S
τέτληκας,2,L
τέτρατον,1,S
τέτρατος,1,S
τέττα,1,S
τήθεα,2,S
τί,0,S
τίει,0,L
τίεν,0,S
τίεσκεν,0,S
τίετο,0,L
τίετ’,0,L
τίθει,0,S
τίθεντο,0,S
τίθησι,0,S
τίμα,0,L
τίμα,1,L
τίμησας,0,L
τίμησόν,0,L
τίνα,0,S
τίνα,1,S
τίναξε,0,S
τίνασσε,0,S
τίνειν,0,L
τίνυνται,0,L
τίνυσθον,0,L
τίον,0,S
τίρυνθά,0,L
τίρυνθά,2,S
τίς,0,S
τίσασθαι,0,L
τίσει,0,L
τίσειαν,0,L
τίσεσθαι,0,L
τίσετε,0,L
τίσιν,0,S
τίσουσιν,0,L
τίσουσιν,2,S
τίσουσ’,0,L
τίσω,0,L
τίσωσιν,0,L
τίσωσιν,2,S
τίω,0,S
τίωσ’,0,L
ταθείς,0,S
ταλάροισι,0,S
ταλάροισι,1,S
ταλάροισι,3,S
ταλάσσῃ,0,S
ταλάσσῃς,0,S
ταλάφρονά,0,S
ταλάφρονά,3,S
ταλαεργοῦ,0,S
ταλαεργοῦ,1,S
ταλαεργὸν,0,S
ταλαεργὸν,1,S
ταλαιμένεος,0,S
ταλασίφρονά,0,S
ταλασίφρονά,1,S
ταλασίφρονά,4,S
ταλασίφρονος,0,S
ταλασίφρονος,1,S
ταλαϊονίδαο,0,S
ταλαϊονίδαο,1,S
ταλαϊονίδαο,2,L
ταλαϊονίδαο,4,S
ταλαϊονίδαο,5,L
ταλαύρινον,0,S
ταλαύρινον,2,L
ταλθυβίῳ,1,S
ταλθυβίῳ,2,S
ταλθύβιον,1,S
ταλθύβιον,2,S
ταλθύβιος,1,S
ταλθύβιος,2,S
ταλθύβιόν,1,S
ταλθύβιόν,2,S
ταλθύβιός,1,S
ταλθύβιός,2,S
ταλθύβι’,1,S
ταλθύβι’,2,S
ταμέειν,0,S
ταμέσθαι,0,S
ταμίαι,0,S
ταμίαι,1,S
ταμίη,0,S
ταμίη,1,S
ταμίην,0,S
ταμίην,1,S
ταμίης,0,S
ταμίης,1,S
ταμεσίχροα,0,S
ταμεσίχροα,4,S
ταμεσίχροας,0,S
ταμεσίχροας,4,S
ταμόνθ’,0,S
ταμόντες,0,S
ταμὼν,0,S
ταναήκεϊ,0,S
ταναήκεϊ,1,S
ταναήκεϊ,4,S
ταναοῖο,0,S
ταναοῖο,1,S
τανηλεγέος,0,S
τανυήκεας,0,S
τανυήκεας,1,S
τανυήκεας,4,S
τανυγλώχινας,0,S
τανυγλώχινας,3,L
τανυγλώχινας,4,S
τανυπτέρυγι,0,S
τανυπτέρυγι,3,S
τανυπτέρυγι,4,L
τανυπτερύγεσσι,0,S
τανυπτερύγεσσι,3,S
τανυπτερύγεσσι,5,S
τανυσθείς,0,S
τανυσθεὶς,0,S
τανυσσάμενος,0,S
τανυσσάμενος,2,S
τανύειν,0,S
τανύειν,1,S
τανύηκες,0,S
τανύηκες,1,S
τανύοντο,0,S
τανύοντο,1,S
τανύουσι,0,S
τανύουσι,1,S
τανύπεπλε,0,S
τανύπεπλε,1,S
τανύπεπλος,0,S
τανύπεπλος,1,S
τανύσσας,0,S
τανύσσῃ,0,S
τανύσῃ,0,S
τανύσῃ,1,S
τανύφλοιόν,0,S
ταπήτων,0,S
ταράξῃ,0,S
ταρβήσας,2,L
ταρπώμεθα,3,S
ταρφέα,2,S
ταρφέας,2,S
ταρχύσουσι,1,L
ταρχύσουσι,3,S
ταρχύσωσι,1,L
ταρχύσωσι,3,S
ταφών,0,S
ταφὼν,0,S
ταχέας,0,S
ταχέες,0,S
ταχέεσσι,0,S
ταχέεσσι,3,S
ταχέως,0,S
ταχέ’,0,S
ταχείης,0,S
ταχεῖα,0,S
ταχεῖα,2,S
ταχυπώλων,0,S
ταχυπώλων,1,S
ταχυτῆτος,0,S
ταχυτῆτος,1,S
ταχύν,0,S
ταχύν,1,S
ταχύπωλοι,0,S
ταχύπωλοι,1,S
ταχὺ,0,S
ταχὺ,1,S
ταχὺν,0,S
ταχὺν,1,S
ταχὺς,0,S
ταχὺς,1,S
ταύροισι,2,S
ταῦτά,1,S
ταῦτα,1,S
τείρεα,2,S
τείρουσι,2,S
τείχεα,2,S
τείχεσσιν,2,S
τείχεϊ,2,S
τεθαλυῖαν,1,S
τεθαλυῖαν,3,S
τεθαρσήκασι,3,L
τεθαρσήκασι,4,S
τεθηπότας,3,S
τεθνάμεν,1,S
τεθνάμεναι,1,S
τεθνάτω,1,S
τεθνηότα,3,S
τεθνηῶτά,3,S
τεθνηῶτα,3,S
τεθνᾶσι,1,L
τεθνᾶσι,2,S
τεθυωμένον,1,S
τεισαίμεθα,3,S
τειχεσιπλῆτα,2,S
τειχιόεσσαν,1,S
τεκέεσσί,3,S
τεκέεσσιν,3,S
τεκτήνατο,2,S
τελέθουσι,3,S
τελέθουσιν,3,S
τελέουσι,3,S
τελέσαιμι,3,S
τελέσωσι,3,S
τελαμωνίου,1,S
τελαμωνίου,3,S
τελαμωνιάδαο,1,S
τελαμωνιάδαο,3,S
τελαμωνιάδαο,4,S
τελαμωνιάδαο,5,L
τελαμωνιάδης,1,S
τελαμωνιάδης,3,S
τελαμωνιάδης,4,S
τελαμωνιάδῃ,1,S
τελαμωνιάδῃ,3,S
τελαμωνιάδῃ,4,S
τελαμώνιε,1,S
τελαμώνιε,3,S
τελαμώνιον,1,S
τελαμώνιον,3,S
τελαμώνιος,1,S
τελαμώνιος,3,S
τελαμώνων,1,S
τελαμὼν,1,S
τελαμῶνα,1,S
τελαμῶνα,3,S
τελαμῶνε,1,S
τελαμῶνι,1,S
τελαμῶνι,3,S
τελαμῶνος,1,S
τελειότατον,3,S
τεληέσσας,3,L
τεράεσσι,1,S
τεράεσσι,3,S
τεράων,1,S
τερμιόεσσα,1,S
τερπικέραυνον,1,S
τερπικέραυνος,1,S
τερπικεραύνῳ,1,S
τεσσαράβοιον,1,S
τεσσαράβοιον,2,S
τεσσαράκοντα,1,S
τεσσαράκοντα,2,S
τεσσαράκοντα,4,S
τετάνυστο,1,S
τετίησθον,1,S
τεταγὼν,1,S
τεταρπώμεσθα,4,S
τετελεσμένα,4,S
τετεύχαται,2,S
τετεύχατο,2,S
τετιημέναι,1,S
τετιημένος,1,S
τετιηότες,1,S
τετιηότι,1,S
τετιηότι,4,S
τετιμένον,1,L
τετιμένος,1,L
τετιμήμεσθα,1,L
τετιμήμεσθα,4,S
τετιμῆσθαι,1,L
τετράκυκλον,1,S
τετράφαθ’,1,S
τετράφαθ’,2,S
τετράφαλον,1,S
τετράφαλον,2,S
τετρίγει,1,L
τετραθέλυμνον,1,S
τετραφάληρον,1,S
τετραφάληρον,2,S
τετραφάλῳ,1,S
τετραφάλῳ,2,S
τετραχθὰ,2,S
τετρηχυῖα,3,S
τετριγυῖα,1,L
τετριγυῖα,3,S
τετριγῶτας,1,L
τεττίγεσσιν,1,L
τεττίγεσσιν,3,S
τετυγμένα,3,S
τετυχηκώς,1,S
τετύκοντό,1,S
τευθρανίδην,1,S
τευθρανίδην,2,S
τευταμίδαο,1,S
τευταμίδαο,2,S
τευταμίδαο,3,L
τεύχεά,2,S
τεύχεα,2,S
τεύχεσί,2,S
τεύχεσι,2,S
τεύχεσιν,2,S
τεύχεσσιν,2,S
τεύχοιμι,2,S
τεῖναν,1,S
τηλίκου,1,S
τηλεδαπάων,2,S
τηλεδαπάων,3,L
τηλεθάον,2,S
τηλεθάοντας,2,S
τηλεθόωσα,4,S
τηλεκλυτὰ,2,S
τηλεκλυτὰ,3,S
τηλεμάχοιο,2,S
τηλυγέτην,1,S
τηλυγέτω,1,S
τηλόθι,2,S
τηλύγετον,1,S
τηλύγετος,1,S
τι,0,S
τιέσκετο,0,S
τιθέντες,0,S
τιθήμεναι,0,S
τιθήμενον,0,S
τιθήνας,0,S
τιθήνη,0,S
τιθήνης,0,S
τιθεὶς,0,S
τιθεῖ,0,S
τιθεῖσι,0,S
τιθωνοῖο,0,L
τιθωνὸν,0,L
τιμή,0,L
τιμήν,0,L
τιμήσασθαι,0,L
τιμήσομεν,0,L
τιμήσουσι,0,L
τιμήσουσι,3,S
τιμήσῃ,0,L
τιμήσῃς,0,L
τιμὴ,0,L
τιμὴν,0,L
τιμᾷ,0,L
τιμῆντα,0,L
τιμῆντα,2,S
τιμῆς,0,L
τιμῆσαι,0,L
τιμῇ,0,L
τιμῶν,0,L
τιμῶσαι,0,L
τιμῶσι,0,L
τιμῶσι,2,S
τινά,0,S
τινά,1,S
τινάς,0,S
τινάσσετο,0,S
τινάσσων,0,S
τινα,0,S
τινα,1,S
τινας,0,S
τινας,1,S
τινες,0,S
τινι,0,S
τινι,1,S
τινὰ,0,S
τινὰ,1,S
τιν’,0,S
τιοίμην,0,L
τις,0,S
τισαίμην,0,L
τιτάνοιό,0,S
τιτάνοιό,1,S
τιτήνας,0,S
τιταίνετο,0,S
τιταίνετον,0,S
τιταίνων,0,S
τιταινόμενος,0,S
τιταρησσὸν,0,S
τιταρησσὸν,1,S
τιτυσκομένων,0,S
τιτυσκόμενοι,0,S
τιτυσκόμενος,0,S
τιτύσκετο,0,S
τιτῆνες,0,L
τλήμονα,2,S
τμάγεν,0,S
τμήξας,1,L
τοιάδ’,1,S
τοιαῦτά,2,S
τοιαῦτα,2,S
τοκεῦσι,2,S
τοκεῦσιν,2,S
τολμήεντι,3,S
τολυπεύειν,1,S
τολύπευσε,1,S
τοξευτῇσι,3,S
τοξοσύνῃ,2,S
τοξότα,2,S
τοσσάδε,1,S
τοσσάδ’,1,S
τοσσάκι,1,S
τοσσάκι,2,S
τούτοισι,2,S
τοὔνεκά,2,S
τοὔνεκα,2,S
τοῖα,1,S
τοῖιν,1,S
τοῖσδεσσι,2,S
τοῖσι,1,S
τοῖσιν,1,S
τράπε,0,S
τράπεζα,0,S
τράπεζαν,0,S
τράπεθ’,0,S
τράπετο,0,S
τράποντο,0,S
τράπωνται,0,S
τράφεν,0,S
τράφη,0,S
τράφ’,0,S
τρέψας,1,L
τρέψειαν,2,S
τρήρωνα,2,S
τρήρωσι,2,S
τρία,0,S
τρία,1,S
τρίαιναν,0,S
τρίβεσθε,0,L
τρίγληνα,2,L
τρίκης,0,S
τρίπλακα,1,S
τρίπλακα,2,S
τρίποδάς,0,S
τρίποδές,0,S
τρίποδα,0,S
τρίποδα,2,L
τρίποδας,0,S
τρίποδος,0,S
τρίποδ’,0,S
τρίπολον,0,S
τρίπος,0,S
τρίπτυχος,1,S
τρίτα,0,S
τρίτα,1,S
τρίτατος,0,S
τρίτατος,1,S
τρίτης,0,S
τρίτον,0,S
τρίτος,0,S
τρίτων,0,S
τρίτῳ,0,S
τρίχα,0,S
τρίχα,1,S
τρίχας,0,S
τρίχας,1,S
τρίχες,0,S
τραπέζης,0,S
τραπέζῃ,0,S
τραπείομεν,0,S
τραπεζῆας,0,S
τραπεζῆες,0,S
τραφέμεν,0,S
τραφερήν,0,S
τρητοῖσι,2,S
τρηχῖνα,1,L
τρηχῖνα,2,S
τριήκοντα,0,S
τριβέμεναι,0,L
τριγλώχινι,2,L
τριγλώχινι,3,S
τριηκόσι’,0,L
τριηκόσι’,3,S
τρισκαίδεκα,3,S
τρισκαιδέκατον,3,S
τριστοιχί,2,L
τρισχίλιαι,1,L
τρισχίλιαι,2,S
τριτάτη,0,S
τριτάτη,1,S
τριτάτοισιν,0,S
τριτάτοισιν,1,S
τριτάτοισιν,3,S
τριτάτῃ,0,S
τριτάτῃ,1,S
τριτάτῳ,0,S
τριτάτῳ,1,S
τριτογένεια,0,L
τριτογένεια,4,S
τριχθά,1,S
τριχθὰ,1,S
τρομέουσι,3,S
τρομεοίατο,3,S
τροφόεντα,3,S
τρυγόῳεν,0,S
τρυφάλεια,0,S
τρυφάλεια,1,S
τρυφάλεια,3,S
τρυφάλειαι,0,S
τρυφάλειαι,1,S
τρυφάλειαν,0,S
τρυφάλειαν,1,S
τρυφάλειαν,3,S
τρυφαλείης,0,S
τρυφαλείης,1,S
τρυφαλείῃ,0,S
τρυφαλείῃ,1,S
τρυφαλειῶν,0,S
τρυφαλειῶν,1,S
τρωΐ,1,S
τρωΐλον,1,S
τρωσί,1,S
τρωσὶ,1,S
τρωσὶν,1,S
τρωχῶσι,2,S
τρωϊάδας,1,S
τρωϊάδας,2,S
τρωϊάδων,1,S
τρωϊάδων,2,S
τρωϊκόν,1,S
τρωϊκός,1,S
τρωϊκὸν,1,S
τρόφι,1,S
τρώεσσι,2,S
τρώεσσιν,2,S
τρώϊα,1,S
τρώϊα,2,S
τρώϊοι,1,S
τρῳάδας,1,S
τρῳάδας,2,S
τρῳάδες,1,S
τρῳῇσι,2,S
τρῳῇσιν,2,S
τρῶα,1,S
τρῶας,1,S
τυδέα,0,L
τυδέα,2,S
τυδέος,0,L
τυδέϊ,0,L
τυδέϊ,2,S
τυδεΐδαο,0,L
τυδεΐδαο,2,S
τυδεΐδαο,3,L
τυδεΐδεω,0,L
τυδεΐδεω,2,S
τυδεΐδη,0,L
τυδεΐδη,2,S
τυδεΐδην,0,L
τυδεΐδην,2,S
τυδεΐδης,0,L
τυδεΐδης,2,S
τυδεΐδῃ,0,L
τυδεΐδῃ,2,S
τυδεύς,0,L
τυδεὺς,0,L
τυδῆ,0,L
τυκτῇσι,2,S
τυπείης,0,S
τυπεὶς,0,S
τυπῇσι,0,S
τυρὸν,0,L
τυφωέος,0,S
τυφωέϊ,0,S
τυφωέϊ,3,S
τυχήσας,0,S
τυχίος,0,S
τυχίος,1,S
τυχών,0,S
τυχὼν,0,S
τόξα,1,S
τόξοισι,2,S
τόξοισιν,2,S
τόσα,1,S
τόσσα,1,S
